Q,J_1s1/2(2),J_2s1/2(2),J_2p1/2(2),J_2p3/2(4),J_3s1/2(2),J_3p1/2(2),J_3p3/2(4),J_3d3/2(4),J_3d5/2(6),J_4s1/2(2),J_4p1/2(2),J_4p3/2(4),J_4d3/2(4),J_4d5/2(1),J_5s1/2(1),J_total_Tc_relativistic
3.0500000000000003,0.038062022887707894,0.11663472084316062,0.06939692013654282,0.14313781712654816,0.10342906747678306,0.15816581091080098,0.3177930246022688,0.2707427336211564,0.40867323213958856,0.05534855809341705,0.02911722092321566,0.05477817647401515,0.061122833924704106,0.014647276840500704,0.004678736013782442,1.8457281520141924
3.1,0.03804317629401253,0.11593586174416623,0.06936834377964153,0.14307286019018492,0.09971525740144244,0.15611953757089259,0.3134037894397307,0.2696594567797135,0.40699179972743327,0.054891568389095084,0.0275577875360611,0.052161804894198,0.05635358565559859,0.013496563556943586,0.004677544520112948,1.8214489374792269
3.1500000000000004,0.038024036405899714,0.11523039120038234,0.06933851895378482,0.14300508318814703,0.09610321706231598,0.15404315592940535,0.3089561398184866,0.2685322428126835,0.40524292661899325,0.05435648917874744,0.026204957515556602,0.04992294954403899,0.05196540171496421,0.012439193872710157,0.004673424925651695,1.7980381287417673
3.2,0.03800460384787472,0.11451850253154867,0.06930741760919358,0.14293442413922217,0.09259362797740733,0.15193864844161253,0.30445453698473673,0.26736116653749503,0.40342678733709214,0.05374418630714572,0.02503872304886451,0.04802169019829677,0.04793274886376795,0.01146880156836836,0.004664755354454495,1.775410620747081
3.25,0.03798487925348923,0.1138003895443271,0.06927501192760098,0.14286082166794892,0.08918694439174753,0.14980802718852587,0.2999034879672589,0.26614638660522566,0.40154368590398326,0.053056627389529,0.024040252007536372,0.04642074962743229,0.044231408120242614,0.010579357952184284,0.004650309066865702,1.7534883386138977
3.3000000000000003,0.03796486326529779,0.11307624644086718,0.06924127434374075,0.1427842150538268,0.08588340208731456,0.14765332755315458,0.295307531481882,0.26488814381702386,0.3995940529847045,0.05229670134236711,0.023191888379759183,0.04508545480773082,0.04083844656023652,0.009765163448458002,0.0046292020637267155,1.7321999136300905
3.35,0.037944556534813746,0.11234626772807758,0.06920617756648183,0.14270454427961565,0.08268302745858438,0.14547660203929977,0.2906712242464823,0.2635867591455199,0.39757844258190234,0.051468053482857545,0.022477141835649517,0.04398367900334885,0.037732184324844605,0.009020838124495566,0.004600845111101691,1.7114803434630752
3.4000000000000004,0.03792395972246451,0.1116106481276634,0.06916969459959241,0.1426217500786852,0.0795856468052253,0.14327991425438105,0.2859991277508407,0.26224263148582555,0.3954975283215799,0.05057493587881989,0.02188066812184049,0.04308576819904077,0.03489215778267611,0.008341311383116399,0.0045649001054069195,1.6912706426171586
3.45,0.03790307349754639,0.11086958248698783,0.0691317987621171,0.14253577398137704,0.07659089579523362,0.1410653330756812,0.28129579552054684,0.2608562351610785,0.39335209936961146,0.04962207247054665,0.02138824182810802,0.04236445500012593,0.03229907968711702,0.007721811018967914,0.004521240640313148,1.6715174882953585
3.5,0.03788189853817874,0.11012326569081511,0.0690924637083517,0.14244655836034356,0.07369822905373213,0.13883492701729525,0.27656576090906804,0.2594281172076049,0.39114305601889265,0.04861453836152143,0.020986722919127423,0.04179476277145339,0.029934797062740943,0.00715785181292382,0.004469916593302554,1.652172866025352
