p,ChiF,ChiG,ChiTotal,I(p),J(Q)
1.75,7.680569829321192e-05,0.013814643699274171,0.01381485720712255,0.0005844789814378817,0.043329118854446944
1.8,8.16884477566777e-05,0.014173417028448003,0.014173652432058462,0.0006508914513779415,0.04332042392505607
1.85,8.668269992621662e-05,0.014529294159479829,0.01452955273444992,0.0007225167968646692,0.043311021975283526
1.9000000000000001,9.178643961012458e-05,0.01488221336080457,0.014882496405744782,0.000799574204353893,0.04330087974842685
1.9500000000000002,9.699761648284045e-05,0.015232114299936123,0.015232423135664327,0.000882281582205363,0.04328996374065128
2.0,0.0001023141465100529,0.015578938063682565,0.015579274032400661,0.0009708551175065342,0.04327824024499888
2.0500000000000003,0.00010773391338706331,0.01592262717717228,0.015922991641626864,0.0010655088379981882,0.04326567539540472
2.1,0.00011325476998884562,0.016263125621685522,0.016263519964314285,0.0011664541799867537,0.0432522352106522
2.15,0.00011887453983024469,0.01660037885128754,0.016600804473352923,0.0012738995631036303,0.04323788563820068
2.2,0.0001245910185347607,0.016934333808260666,0.01693479212897223,0.001388049972745259,0.04322259259781952
2.25,0.00013040197531037837,0.017264938937334596,0.017265431392961404,0.001509106550999352,0.04320632202496377
2.3000000000000003,0.0001363051544309083,0.01759214419871523,0.01759267224168956,0.0016372661968325915,0.043189039913828095
2.35,0.00014229827672132043,0.017915901079914042,0.017916466177927585,0.0017727211762833858,0.04317071236001679
2.4000000000000004,0.0001483790410455699,0.018236162606381435,0.01823676624147511,0.001915658743370148,0.043151305602769446
